STATION,ELEVATION,LATITUDE,LONGITUDE,DATE,YTD_PRECIP_NORM,YTD2013_PRECIP,PRECIP2013_DIFF,YTD2014_PRECIP,PRECIP2014_DIFF,YTD2015_PRECIP,PRECIP2015_DIFF
REDDING MUNICIPAL AIRPORT CA US,151.5,40.5175,-122.29861,0101,19,0,-19,0,-19,0,-19
REDDING MUNICIPAL AIRPORT CA US,151.5,40.5175,-122.29861,0102,39,0,-39,0,-39,0,-39
REDDING MUNICIPAL AIRPORT CA US,151.5,40.5175,-122.29861,0103,58,0,-58,0,-58,0,-58
REDDING MUNICIPAL AIRPORT CA US,151.5,40.5175,-122.29861,0104,77,0,-77,0,-77,0,-77
REDDING MUNICIPAL AIRPORT CA US,151.5,40.5175,-122.29861,0105,97,15,-82,0,-97,0,-97
REDDING MUNICIPAL AIRPORT CA US,151.5,40.5175,-122.29861,0106,116,15,-101,0,-116,0,-116
REDDING MUNICIPAL AIRPORT CA US,151.5,40.5175,-122.29861,0107,136,15,-121,0,-136,0,-136
REDDING MUNICIPAL AIRPORT CA US,151.5,40.5175,-122.29861,0108,156,15,-141,3,-153,0,-156
REDDING MUNICIPAL AIRPORT CA US,151.5,40.5175,-122.29861,0109,177,33,-144,3,-174,0,-177
REDDING MUNICIPAL AIRPORT CA US,151.5,40.5175,-122.29861,0110,199,33,-166,3,-196,0,-199
REDDING MUNICIPAL AIRPORT CA US,151.5,40.5175,-122.29861,0111,220,33,-187,21,-199,0,-220
REDDING MUNICIPAL AIRPORT CA US,151.5,40.5175,-122.29861,0112,241,33,-208,21,-220,0,-241
REDDING MUNICIPAL AIRPORT CA US,151.5,40.5175,-122.29861,0113,261,33,-228,21,-240,0,-261
REDDING MUNICIPAL AIRPORT CA US,151.5,40.5175,-122.29861,0114,280,33,-247,21,-259,0,-280
REDDING MUNICIPAL AIRPORT CA US,151.5,40.5175,-122.29861,0115,300,33,-267,21,-279,0,-300
REDDING MUNICIPAL AIRPORT CA US,151.5,40.5175,-122.29861,0116,319,33,-286,21,-298,38,-281
REDDING MUNICIPAL AIRPORT CA US,151.5,40.5175,-122.29861,0117,338,33,-305,21,-317,38,-300
REDDING MUNICIPAL AIRPORT CA US,151.5,40.5175,-122.29861,0118,357,33,-324,21,-336,66,-291
REDDING MUNICIPAL AIRPORT CA US,151.5,40.5175,-122.29861,0119,376,33,-343,21,-355,66,-310
REDDING MUNICIPAL AIRPORT CA US,151.5,40.5175,-122.29861,0120,396,33,-363,21,-375,66,-330
REDDING MUNICIPAL AIRPORT CA US,151.5,40.5175,-122.29861,0121,415,33,-382,21,-394,66,-349
REDDING MUNICIPAL AIRPORT CA US,151.5,40.5175,-122.29861,0122,434,33,-401,21,-413,66,-368
REDDING MUNICIPAL AIRPORT CA US,151.5,40.5175,-122.29861,0123,452,229,-223,21,-431,66,-386
REDDING MUNICIPAL AIRPORT CA US,151.5,40.5175,-122.29861,0124,470,237,-233,21,-449,66,-404
REDDING MUNICIPAL AIRPORT CA US,151.5,40.5175,-122.29861,0125,488,237,-251,21,-467,66,-422
REDDING MUNICIPAL AIRPORT CA US,151.5,40.5175,-122.29861,0126,506,237,-269,21,-485,66,-440
REDDING MUNICIPAL AIRPORT CA US,151.5,40.5175,-122.29861,0127,525,237,-288,21,-504,66,-459
REDDING MUNICIPAL AIRPORT CA US,151.5,40.5175,-122.29861,0128,542,237,-305,21,-521,66,-476
REDDING MUNICIPAL AIRPORT CA US,151.5,40.5175,-122.29861,0129,560,237,-323,107,-453,66,-494
REDDING MUNICIPAL AIRPORT CA US,151.5,40.5175,-122.29861,0130,578,237,-341,107,-471,66,-512
REDDING MUNICIPAL AIRPORT CA US,151.5,40.5175,-122.29861,0131,596,237,-359,107,-489,66,-530
REDDING MUNICIPAL AIRPORT CA US,151.5,40.5175,-122.29861,0201,615,237,-378,107,-508,66,-549
REDDING MUNICIPAL AIRPORT CA US,151.5,40.5175,-122.29861,0202,635,237,-398,107,-528,178,-457
REDDING MUNICIPAL AIRPORT CA US,151.5,40.5175,-122.29861,0203,655,237,-418,107,-548,178,-477
REDDING MUNICIPAL AIRPORT CA US,151.5,40.5175,-122.29861,0204,676,237,-439,107,-569,178,-498
REDDING MUNICIPAL AIRPORT CA US,151.5,40.5175,-122.29861,0205,697,237,-460,110,-587,178,-519
REDDING MUNICIPAL AIRPORT CA US,151.5,40.5175,-122.29861,0206,717,237,-480,242,-475,584,-133
REDDING MUNICIPAL AIRPORT CA US,151.5,40.5175,-122.29861,0207,738,367,-371,389,-349,587,-151
REDDING MUNICIPAL AIRPORT CA US,151.5,40.5175,-122.29861,0208,758,372,-386,707,-51,775,17
REDDING MUNICIPAL AIRPORT CA US,151.5,40.5175,-122.29861,0209,778,372,-406,1141,363,925,147
REDDING MUNICIPAL AIRPORT CA US,151.5,40.5175,-122.29861,0210,797,372,-425,1141,344,925,128
REDDING MUNICIPAL AIRPORT CA US,151.5,40.5175,-122.29861,0211,816,372,-444,1141,325,925,109
REDDING MUNICIPAL AIRPORT CA US,151.5,40.5175,-122.29861,0212,836,372,-464,1197,361,925,89
REDDING MUNICIPAL AIRPORT CA US,151.5,40.5175,-122.29861,0213,855,372,-483,1235,380,925,70
REDDING MUNICIPAL AIRPORT CA US,151.5,40.5175,-122.29861,0214,875,372,-503,1235,360,925,50
REDDING MUNICIPAL AIRPORT CA US,151.5,40.5175,-122.29861,0215,894,372,-522,1387,493,925,31
REDDING MUNICIPAL AIRPORT CA US,151.5,40.5175,-122.29861,0216,914,372,-542,1387,473,925,11
REDDING MUNICIPAL AIRPORT CA US,151.5,40.5175,-122.29861,0217,934,372,-562,1387,453,925,-9
REDDING MUNICIPAL AIRPORT CA US,151.5,40.5175,-122.29861,0218,954,372,-582,1387,433,925,-29
REDDING MUNICIPAL AIRPORT CA US,151.5,40.5175,-122.29861,0219,974,385,-589,1387,413,925,-49
REDDING MUNICIPAL AIRPORT CA US,151.5,40.5175,-122.29861,0220,994,385,-609,1387,393,925,-69
REDDING MUNICIPAL AIRPORT CA US,151.5,40.5175,-122.29861,0221,1013,385,-628,1387,374,925,-88
REDDING MUNICIPAL AIRPORT CA US,151.5,40.5175,-122.29861,0222,1033,385,-648,1387,354,925,-108
REDDING MUNICIPAL AIRPORT CA US,151.5,40.5175,-122.29861,0223,1052,385,-667,1387,335,925,-127
REDDING MUNICIPAL AIRPORT CA US,151.5,40.5175,-122.29861,0224,1072,385,-687,1387,315,925,-147
REDDING MUNICIPAL AIRPORT CA US,151.5,40.5175,-122.29861,0225,1091,385,-706,1387,296,925,-166
REDDING MUNICIPAL AIRPORT CA US,151.5,40.5175,-122.29861,0226,1110,385,-725,1900,790,925,-185
REDDING MUNICIPAL AIRPORT CA US,151.5,40.5175,-122.29861,0227,1129,385,-744,1956,827,925,-204
REDDING MUNICIPAL AIRPORT CA US,151.5,40.5175,-122.29861,0228,1147,385,-762,2159,1012,925,-222
REDDING MUNICIPAL AIRPORT CA US,151.5,40.5175,-122.29861,0301,1167,385,-782,2319,1152,925,-242
REDDING MUNICIPAL AIRPORT CA US,151.5,40.5175,-122.29861,0302,1187,385,-802,2337,1150,925,-262
REDDING MUNICIPAL AIRPORT CA US,151.5,40.5175,-122.29861,0303,1206,385,-821,2657,1451,925,-281
REDDING MUNICIPAL AIRPORT CA US,151.5,40.5175,-122.29861,0304,1224,385,-839,2685,1461,925,-299
REDDING MUNICIPAL AIRPORT CA US,151.5,40.5175,-122.29861,0305,1241,517,-724,2787,1546,925,-316
REDDING MUNICIPAL AIRPORT CA US,151.5,40.5175,-122.29861,0306,1258,713,-545,2835,1577,925,-333
REDDING MUNICIPAL AIRPORT CA US,151.5,40.5175,-122.29861,0307,1275,713,-562,2835,1560,925,-350
REDDING MUNICIPAL AIRPORT CA US,151.5,40.5175,-122.29861,0308,1292,713,-579,2850,1558,925,-367
REDDING MUNICIPAL AIRPORT CA US,151.5,40.5175,-122.29861,0309,1308,713,-595,2972,1664,925,-383
REDDING MUNICIPAL AIRPORT CA US,151.5,40.5175,-122.29861,0310,1325,713,-612,3005,1680,925,-400
REDDING MUNICIPAL AIRPORT CA US,151.5,40.5175,-122.29861,0311,1342,713,-629,3005,1663,1034,-308
REDDING MUNICIPAL AIRPORT CA US,151.5,40.5175,-122.29861,0312,1358,713,-645,3005,1647,1034,-324
REDDING MUNICIPAL AIRPORT CA US,151.5,40.5175,-122.29861,0313,1374,713,-661,3005,1631,1034,-340
REDDING MUNICIPAL AIRPORT CA US,151.5,40.5175,-122.29861,0314,1389,713,-676,3005,1616,1034,-355
REDDING MUNICIPAL AIRPORT CA US,151.5,40.5175,-122.29861,0315,1404,713,-691,3005,1601,1047,-357
REDDING MUNICIPAL AIRPORT CA US,151.5,40.5175,-122.29861,0316,1418,713,-705,3005,1587,1090,-328
REDDING MUNICIPAL AIRPORT CA US,151.5,40.5175,-122.29861,0317,1432,713,-719,3005,1573,1090,-342
REDDING MUNICIPAL AIRPORT CA US,151.5,40.5175,-122.29861,0318,1445,713,-732,3005,1560,1090,-355
REDDING MUNICIPAL AIRPORT CA US,151.5,40.5175,-122.29861,0319,1457,751,-706,3005,1548,1090,-367
REDDING MUNICIPAL AIRPORT CA US,151.5,40.5175,-122.29861,0320,1469,924,-545,3005,1536,1090,-379
REDDING MUNICIPAL AIRPORT CA US,151.5,40.5175,-122.29861,0321,1480,924,-556,3005,1525,1090,-390
REDDING MUNICIPAL AIRPORT CA US,151.5,40.5175,-122.29861,0322,1492,924,-568,3005,1513,1194,-298
REDDING MUNICIPAL AIRPORT CA US,151.5,40.5175,-122.29861,0323,1503,924,-579,3005,1502,1194,-309
REDDING MUNICIPAL AIRPORT CA US,151.5,40.5175,-122.29861,0324,1514,924,-590,3005,1491,1194,-320
REDDING MUNICIPAL AIRPORT CA US,151.5,40.5175,-122.29861,0325,1524,937,-587,3122,1598,1194,-330
REDDING MUNICIPAL AIRPORT CA US,151.5,40.5175,-122.29861,0326,1534,937,-597,3188,1654,1194,-340
REDDING MUNICIPAL AIRPORT CA US,151.5,40.5175,-122.29861,0327,1544,937,-607,3196,1652,1194,-350
REDDING MUNICIPAL AIRPORT CA US,151.5,40.5175,-122.29861,0328,1554,945,-609,3265,1711,1194,-360
REDDING MUNICIPAL AIRPORT CA US,151.5,40.5175,-122.29861,0329,1564,945,-619,3374,1810,1194,-370
REDDING MUNICIPAL AIRPORT CA US,151.5,40.5175,-122.29861,0330,1574,1016,-558,3478,1904,1194,-380
REDDING MUNICIPAL AIRPORT CA US,151.5,40.5175,-122.29861,0331,1584,1262,-322,3544,1960,1194,-390
REDDING MUNICIPAL AIRPORT CA US,151.5,40.5175,-122.29861,0401,1593,1262,-331,3562,1969,1194,-399
REDDING MUNICIPAL AIRPORT CA US,151.5,40.5175,-122.29861,0402,1602,1262,-340,3562,1960,1194,-408
REDDING MUNICIPAL AIRPORT CA US,151.5,40.5175,-122.29861,0403,1612,1262,-350,3562,1950,1194,-418
REDDING MUNICIPAL AIRPORT CA US,151.5,40.5175,-122.29861,0404,1621,1574,-47,3565,1944,1194,-427
REDDING MUNICIPAL AIRPORT CA US,151.5,40.5175,-122.29861,0405,1630,1673,43,3565,1935,1232,-398
REDDING MUNICIPAL AIRPORT CA US,151.5,40.5175,-122.29861,0406,1639,1744,105,3565,1926,1232,-407
REDDING MUNICIPAL AIRPORT CA US,151.5,40.5175,-122.29861,0407,1647,1744,97,3565,1918,1461,-186
REDDING MUNICIPAL AIRPORT CA US,151.5,40.5175,-122.29861,0408,1655,1744,89,3565,1910,1461,-194
REDDING MUNICIPAL AIRPORT CA US,151.5,40.5175,-122.29861,0409,1663,1744,81,3565,1902,1461,-202
REDDING MUNICIPAL AIRPORT CA US,151.5,40.5175,-122.29861,0410,1671,1744,73,3565,1894,1461,-210
REDDING MUNICIPAL AIRPORT CA US,151.5,40.5175,-122.29861,0411,1679,1744,65,3565,1886,1461,-218
REDDING MUNICIPAL AIRPORT CA US,151.5,40.5175,-122.29861,0412,1687,1744,57,3565,1878,1461,-226
REDDING MUNICIPAL AIRPORT CA US,151.5,40.5175,-122.29861,0413,1695,1744,49,3565,1870,1461,-234
REDDING MUNICIPAL AIRPORT CA US,151.5,40.5175,-122.29861,0414,1704,1744,40,3565,1861,1461,-243
REDDING MUNICIPAL AIRPORT CA US,151.5,40.5175,-122.29861,0415,1712,1744,32,3565,1853,1461,-251
REDDING MUNICIPAL AIRPORT CA US,151.5,40.5175,-122.29861,0416,1720,1744,24,3565,1845,1461,-259
REDDING MUNICIPAL AIRPORT CA US,151.5,40.5175,-122.29861,0417,1729,1744,15,3570,1841,1461,-268
REDDING MUNICIPAL AIRPORT CA US,151.5,40.5175,-122.29861,0418,1737,1744,7,3570,1833,1461,-276
REDDING MUNICIPAL AIRPORT CA US,151.5,40.5175,-122.29861,0419,1746,1744,-2,3570,1824,1461,-285
REDDING MUNICIPAL AIRPORT CA US,151.5,40.5175,-122.29861,0420,1754,1744,-10,3570,1816,1461,-293
REDDING MUNICIPAL AIRPORT CA US,151.5,40.5175,-122.29861,0421,1763,1744,-19,3570,1807,1461,-302
REDDING MUNICIPAL AIRPORT CA US,151.5,40.5175,-122.29861,0422,1771,1744,-27,3575,1804,1461,-310
REDDING MUNICIPAL AIRPORT CA US,151.5,40.5175,-122.29861,0423,1779,1744,-35,3575,1796,1461,-318
REDDING MUNICIPAL AIRPORT CA US,151.5,40.5175,-122.29861,0424,1787,1744,-43,3583,1796,1479,-308
REDDING MUNICIPAL AIRPORT CA US,151.5,40.5175,-122.29861,0425,1795,1744,-51,3586,1791,1494,-301
REDDING MUNICIPAL AIRPORT CA US,151.5,40.5175,-122.29861,0426,1803,1744,-59,3589,1786,1494,-309
REDDING MUNICIPAL AIRPORT CA US,151.5,40.5175,-122.29861,0427,1811,1744,-67,3589,1778,1494,-317
REDDING MUNICIPAL AIRPORT CA US,151.5,40.5175,-122.29861,0428,1818,1744,-74,3589,1771,1494,-324
REDDING MUNICIPAL AIRPORT CA US,151.5,40.5175,-122.29861,0429,1825,1744,-81,3589,1764,1494,-331
REDDING MUNICIPAL AIRPORT CA US,151.5,40.5175,-122.29861,0430,1832,1744,-88,3589,1757,1494,-338
REDDING MUNICIPAL AIRPORT CA US,151.5,40.5175,-122.29861,0501,1838,1744,-94,3589,1751,1494,-344
REDDING MUNICIPAL AIRPORT CA US,151.5,40.5175,-122.29861,0502,1845,1744,-101,3589,1744,1494,-351
REDDING MUNICIPAL AIRPORT CA US,151.5,40.5175,-122.29861,0503,1851,1744,-107,3589,1738,1494,-357
REDDING MUNICIPAL AIRPORT CA US,151.5,40.5175,-122.29861,0504,1858,1744,-114,3589,1731,1494,-364
REDDING MUNICIPAL AIRPORT CA US,151.5,40.5175,-122.29861,0505,1864,1752,-112,3589,1725,1494,-370
REDDING MUNICIPAL AIRPORT CA US,151.5,40.5175,-122.29861,0506,1870,1788,-82,3589,1719,1494,-376
REDDING MUNICIPAL AIRPORT CA US,151.5,40.5175,-122.29861,0507,1876,1791,-85,3589,1713,1494,-382
REDDING MUNICIPAL AIRPORT CA US,151.5,40.5175,-122.29861,0508,1881,1791,-90,3602,1721,1494,-387
REDDING MUNICIPAL AIRPORT CA US,151.5,40.5175,-122.29861,0509,1887,1791,-96,3602,1715,1494,-393
REDDING MUNICIPAL AIRPORT CA US,151.5,40.5175,-122.29861,0510,1893,1791,-102,3622,1729,1494,-399
REDDING MUNICIPAL AIRPORT CA US,151.5,40.5175,-122.29861,0511,1898,1791,-107,3622,1724,1494,-404
REDDING MUNICIPAL AIRPORT CA US,151.5,40.5175,-122.29861,0512,1904,1791,-113,3622,1718,1494,-410
REDDING MUNICIPAL AIRPORT CA US,151.5,40.5175,-122.29861,0513,1910,1791,-119,3622,1712,1494,-416
REDDING MUNICIPAL AIRPORT CA US,151.5,40.5175,-122.29861,0514,1916,1791,-125,3622,1706,1494,-422
REDDING MUNICIPAL AIRPORT CA US,151.5,40.5175,-122.29861,0515,1922,1791,-131,3622,1700,1494,-428
REDDING MUNICIPAL AIRPORT CA US,151.5,40.5175,-122.29861,0516,1928,1849,-79,3622,1694,1494,-434
REDDING MUNICIPAL AIRPORT CA US,151.5,40.5175,-122.29861,0517,1934,1849,-85,3622,1688,1494,-440
REDDING MUNICIPAL AIRPORT CA US,151.5,40.5175,-122.29861,0518,1940,1849,-91,3622,1682,1494,-446
REDDING MUNICIPAL AIRPORT CA US,151.5,40.5175,-122.29861,0519,1946,1849,-97,3627,1681,1494,-452
REDDING MUNICIPAL AIRPORT CA US,151.5,40.5175,-122.29861,0520,1952,1849,-103,3627,1675,1494,-458
REDDING MUNICIPAL AIRPORT CA US,151.5,40.5175,-122.29861,0521,1959,1849,-110,3627,1668,1494,-465
REDDING MUNICIPAL AIRPORT CA US,151.5,40.5175,-122.29861,0522,1965,1849,-116,3627,1662,1494,-471
REDDING MUNICIPAL AIRPORT CA US,151.5,40.5175,-122.29861,0523,1971,1849,-122,3627,1656,1494,-477
REDDING MUNICIPAL AIRPORT CA US,151.5,40.5175,-122.29861,0524,1977,1849,-128,3627,1650,1494,-483
REDDING MUNICIPAL AIRPORT CA US,151.5,40.5175,-122.29861,0525,1983,1849,-134,3627,1644,1494,-489
REDDING MUNICIPAL AIRPORT CA US,151.5,40.5175,-122.29861,0526,1989,1849,-140,3627,1638,1494,-495
REDDING MUNICIPAL AIRPORT CA US,151.5,40.5175,-122.29861,0527,1995,1961,-34,3627,1632,1494,-501
REDDING MUNICIPAL AIRPORT CA US,151.5,40.5175,-122.29861,0528,2001,1964,-37,3627,1626,1494,-507
REDDING MUNICIPAL AIRPORT CA US,151.5,40.5175,-122.29861,0529,2006,1964,-42,3627,1621,1494,-512
REDDING MUNICIPAL AIRPORT CA US,151.5,40.5175,-122.29861,0530,2012,1964,-48,3627,1615,1494,-518
REDDING MUNICIPAL AIRPORT CA US,151.5,40.5175,-122.29861,0531,2017,1964,-53,3627,1610,1494,-523
REDDING MUNICIPAL AIRPORT CA US,151.5,40.5175,-122.29861,0601,2022,1964,-58,3627,1605,1494,-528
REDDING MUNICIPAL AIRPORT CA US,151.5,40.5175,-122.29861,0602,2026,1964,-62,3627,1601,1494,-532
REDDING MUNICIPAL AIRPORT CA US,151.5,40.5175,-122.29861,0603,2030,1964,-66,3627,1597,1494,-536
REDDING MUNICIPAL AIRPORT CA US,151.5,40.5175,-122.29861,0604,2034,1964,-70,3627,1593,1494,-540
REDDING MUNICIPAL AIRPORT CA US,151.5,40.5175,-122.29861,0605,2038,1964,-74,3627,1589,1494,-544
REDDING MUNICIPAL AIRPORT CA US,151.5,40.5175,-122.29861,0606,2042,1964,-78,3627,1585,1494,-548
REDDING MUNICIPAL AIRPORT CA US,151.5,40.5175,-122.29861,0607,2046,1964,-82,3627,1581,1494,-552
REDDING MUNICIPAL AIRPORT CA US,151.5,40.5175,-122.29861,0608,2050,1964,-86,3627,1577,1494,-556
REDDING MUNICIPAL AIRPORT CA US,151.5,40.5175,-122.29861,0609,2053,1964,-89,3627,1574,1494,-559
REDDING MUNICIPAL AIRPORT CA US,151.5,40.5175,-122.29861,0610,2056,1964,-92,3627,1571,1494,-562
REDDING MUNICIPAL AIRPORT CA US,151.5,40.5175,-122.29861,0611,2059,1964,-95,3627,1568,1494,-565
REDDING MUNICIPAL AIRPORT CA US,151.5,40.5175,-122.29861,0612,2062,1964,-98,3627,1565,1494,-568
REDDING MUNICIPAL AIRPORT CA US,151.5,40.5175,-122.29861,0613,2065,1964,-101,3627,1562,1494,-571
REDDING MUNICIPAL AIRPORT CA US,151.5,40.5175,-122.29861,0614,2067,1964,-103,3627,1560,1494,-573
REDDING MUNICIPAL AIRPORT CA US,151.5,40.5175,-122.29861,0615,2069,1964,-105,3627,1558,1494,-575
REDDING MUNICIPAL AIRPORT CA US,151.5,40.5175,-122.29861,0616,2071,1964,-107,3627,1556,1494,-577
REDDING MUNICIPAL AIRPORT CA US,151.5,40.5175,-122.29861,0617,2073,1964,-109,3627,1554,1494,-579
REDDING MUNICIPAL AIRPORT CA US,151.5,40.5175,-122.29861,0618,2075,1964,-111,3627,1552,1494,-581
REDDING MUNICIPAL AIRPORT CA US,151.5,40.5175,-122.29861,0619,2076,1964,-112,3627,1551,1494,-582
REDDING MUNICIPAL AIRPORT CA US,151.5,40.5175,-122.29861,0620,2078,1964,-114,3627,1549,1494,-584
REDDING MUNICIPAL AIRPORT CA US,151.5,40.5175,-122.29861,0621,2079,1964,-115,3627,1548,1494,-585
REDDING MUNICIPAL AIRPORT CA US,151.5,40.5175,-122.29861,0622,2080,1964,-116,3627,1547,1494,-586
REDDING MUNICIPAL AIRPORT CA US,151.5,40.5175,-122.29861,0623,2081,2127,46,3627,1546,1494,-587
REDDING MUNICIPAL AIRPORT CA US,151.5,40.5175,-122.29861,0624,2082,2163,81,3627,1545,1494,-588
REDDING MUNICIPAL AIRPORT CA US,151.5,40.5175,-122.29861,0625,2083,2366,283,3627,1544,1494,-589
REDDING MUNICIPAL AIRPORT CA US,151.5,40.5175,-122.29861,0626,2084,2366,282,3627,1543,1494,-590
REDDING MUNICIPAL AIRPORT CA US,151.5,40.5175,-122.29861,0627,2084,2366,282,3627,1543,1494,-590
REDDING MUNICIPAL AIRPORT CA US,151.5,40.5175,-122.29861,0628,2085,2366,281,3627,1542,1494,-591
REDDING MUNICIPAL AIRPORT CA US,151.5,40.5175,-122.29861,0629,2086,2366,280,3627,1541,1494,-592
REDDING MUNICIPAL AIRPORT CA US,151.5,40.5175,-122.29861,0630,2086,2366,280,3627,1541,1494,-592
REDDING MUNICIPAL AIRPORT CA US,151.5,40.5175,-122.29861,0701,2086,2366,280,3627,1541,1494,-592
REDDING MUNICIPAL AIRPORT CA US,151.5,40.5175,-122.29861,0702,2086,2366,280,3627,1541,1494,-592
REDDING MUNICIPAL AIRPORT CA US,151.5,40.5175,-122.29861,0703,2087,2366,279,3627,1540,1494,-593
REDDING MUNICIPAL AIRPORT CA US,151.5,40.5175,-122.29861,0704,2087,2366,279,3627,1540,1494,-593
REDDING MUNICIPAL AIRPORT CA US,151.5,40.5175,-122.29861,0705,2088,2366,278,3627,1539,1494,-594
REDDING MUNICIPAL AIRPORT CA US,151.5,40.5175,-122.29861,0706,2088,2366,278,3627,1539,1494,-594
REDDING MUNICIPAL AIRPORT CA US,151.5,40.5175,-122.29861,0707,2088,2366,278,3627,1539,1494,-594
REDDING MUNICIPAL AIRPORT CA US,151.5,40.5175,-122.29861,0708,2089,2366,277,3627,1538,1494,-595
REDDING MUNICIPAL AIRPORT CA US,151.5,40.5175,-122.29861,0709,2089,2366,277,3627,1538,1494,-595
REDDING MUNICIPAL AIRPORT CA US,151.5,40.5175,-122.29861,0710,2089,2366,277,3627,1538,1494,-595
REDDING MUNICIPAL AIRPORT CA US,151.5,40.5175,-122.29861,0711,2090,2366,276,3630,1540,1494,-596
REDDING MUNICIPAL AIRPORT CA US,151.5,40.5175,-122.29861,0712,2090,2366,276,3630,1540,1494,-596
REDDING MUNICIPAL AIRPORT CA US,151.5,40.5175,-122.29861,0713,2090,2366,276,3630,1540,1494,-596
REDDING MUNICIPAL AIRPORT CA US,151.5,40.5175,-122.29861,0714,2090,2366,276,3630,1540,1494,-596
REDDING MUNICIPAL AIRPORT CA US,151.5,40.5175,-122.29861,0715,2091,2366,275,3630,1539,1494,-597
REDDING MUNICIPAL AIRPORT CA US,151.5,40.5175,-122.29861,0716,2091,2366,275,3630,1539,1494,-597
REDDING MUNICIPAL AIRPORT CA US,151.5,40.5175,-122.29861,0717,2091,2366,275,3643,1552,1494,-597
REDDING MUNICIPAL AIRPORT CA US,151.5,40.5175,-122.29861,0718,2091,2366,275,3643,1552,1494,-597
REDDING MUNICIPAL AIRPORT CA US,151.5,40.5175,-122.29861,0719,2092,2366,274,3643,1551,1494,-598
REDDING MUNICIPAL AIRPORT CA US,151.5,40.5175,-122.29861,0720,2092,2366,274,3643,1551,1494,-598
REDDING MUNICIPAL AIRPORT CA US,151.5,40.5175,-122.29861,0721,2092,2366,274,3651,1559,1494,-598
REDDING MUNICIPAL AIRPORT CA US,151.5,40.5175,-122.29861,0722,2092,2366,274,3651,1559,1494,-598
REDDING MUNICIPAL AIRPORT CA US,151.5,40.5175,-122.29861,0723,2093,2366,273,3651,1558,1494,-599
REDDING MUNICIPAL AIRPORT CA US,151.5,40.5175,-122.29861,0724,2093,2366,273,3651,1558,1494,-599
REDDING MUNICIPAL AIRPORT CA US,151.5,40.5175,-122.29861,0725,2093,2366,273,3651,1558,1494,-599
REDDING MUNICIPAL AIRPORT CA US,151.5,40.5175,-122.29861,0726,2094,2366,272,3651,1557,1494,-600
REDDING MUNICIPAL AIRPORT CA US,151.5,40.5175,-122.29861,0727,2094,2366,272,3651,1557,1494,-600
REDDING MUNICIPAL AIRPORT CA US,151.5,40.5175,-122.29861,0728,2094,2366,272,3651,1557,1494,-600
